BPV2	M20219	100.000	467	0	0	1	467	1	467	0.0	937
BPV2	M20219	100.000	467	0	0	471	937	1	467	0.0	937
BPV2	M20219	100.000	467	0	0	941	1407	1	467	0.0	937
BPV2	M20219	100.000	467	0	0	1411	1877	1	467	0.0	937
BPV2	M20219	100.000	467	0	0	1881	2347	1	467	0.0	937
BPV2	M20219	100.000	467	0	0	2351	2817	1	467	0.0	937
BPV2	M20219	100.000	467	0	0	2821	3287	1	467	0.0	937
BPV2	JQ798171	90.638	470	41	2	1	467	1	470	0.0	800
BPV2	JQ798171	90.638	470	41	2	471	937	1	470	0.0	800
BPV2	JQ798171	90.638	470	41	2	941	1407	1	470	0.0	800
BPV2	JQ798171	90.638	470	41	2	1411	1877	1	470	0.0	800
BPV2	JQ798171	90.638	470	41	2	1881	2347	1	470	0.0	800
BPV2	JQ798171	90.638	470	41	2	2351	2817	1	470	0.0	800
BPV2	JQ798171	90.638	470	41	2	2821	3287	1	470	0.0	800
BPV2	X02346	84.681	470	68	4	1	467	1	469	0.0	728
BPV2	X02346	84.681	470	68	4	471	937	1	469	0.0	728
BPV2	X02346	84.681	470	68	4	941	1407	1	469	0.0	728
BPV2	X02346	84.681	470	68	4	1411	1877	1	469	0.0	728
BPV2	X02346	84.681	470	68	4	1881	2347	1	469	0.0	728
BPV2	X02346	84.681	470	68	4	2351	2817	1	469	0.0	728
BPV2	X02346	84.681	470	68	4	2821	3287	1	469	0.0	728
BPV2	JX174437	78.252	469	98	3	1	467	1	467	0.0	710
BPV2	JX174437	78.252	469	98	3	471	937	1	467	0.0	710
BPV2	JX174437	78.252	469	98	3	941	1407	1	467	0.0	710
BPV2	JX174437	78.252	469	98	3	1411	1877	1	467	0.0	710
BPV2	JX174437	78.252	469	98	3	1881	2347	1	467	0.0	710
BPV2	JX174437	78.252	469	98	3	2351	2817	1	467	0.0	710
BPV2	JX174437	78.252	469	98	3	2821	3287	1	467	0.0	710
BPV2	KP276343	60.788	482	167	7	1	467	1	475	5.36e-173	539
BPV2	KP276343	60.788	482	167	7	471	937	1	475	5.36e-173	539
BPV2	KP276343	60.788	482	167	7	941	1407	1	475	5.36e-173	539
BPV2	KP276343	60.788	482	167	7	1411	1877	1	475	5.36e-173	539
BPV2	KP276343	60.788	482	167	7	1881	2347	1	475	5.36e-173	539
